"time_now","wd_avg_2mins","ws_avg_2mins","wd_avg_10mins","ws_avg_10mins","wd_maxsp_this_min","ws_maxsp_this_min","ws_avg_2_mins_helper","ws_avg_10_mins_helper","ws_maxsp_this_min_helper","water_this_min_rat","water_this_hour_rat","water_this_min_rat1","water_this_hour_rat1","water_this_min_by_weight","water_this_hour_by_weight","air_temp_by_box","sp_ventilation","air_temp_ventilation","wet_bulb_temp","value_humicap","relative_humidity","water_vapor_pressure","dew_temp","station_pressure","grass_temp","ground_temp_pt","ground_temp_infrared","ground_tem_5cm","ground_tem_10cm","ground_tem_15cm","ground_tem_20cm","ground_tem_40cm","ground_tem_80cm","ground_tem_160cm","ground_tem_320cm","water_lever_evaporation_this_min","water_evaporation_this_hour","visibility_avg_this_min","visibility_avg_10_mins","cloud_height","total_cloud_amount","low_cloud_amount","code_weather","snow_depth","freezing_rain","ice_accretion_on_wires","frozen_soil_depth","frequency_lightning","sign_of_data_quality"
"20:01"," 334","  37"," 333","  39"," 329","  40","----","----","----","0000","0000","----","----","0000","0000"," -37","----","----","----","----","40","  19","-153","10388","----"," -40","----","   7","  29","  43","  51","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0111NNNNNNNNNNNNNNNNN"
"20:02"," 319","  34"," 331","  39"," 309","  63","----","----","----","0000","0000","----","----","0000","0000"," -37","----","----","----","----","40","  19","-153","10389","----"," -40","----","   7","  29","  43","  51","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0111NNNNNNNNNNNNNNNNN"
"20:03"," 317","  43"," 329","  40"," 324","  66","----","----","----","0000","0000","----","----","0000","0000"," -37","----","----","----","----","40","  19","-153","10389","----"," -40","----","   7","  29","  42","  51","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0111NNNNNNNNNNNNNNNNN"
"20:04"," 328","  41"," 328","  41"," 333","  68","----","----","----","0000","0000","----","----","0000","0000"," -37","----","----","----","----","40","  19","-153","10389","----"," -40","----","   7","  29","  42","  51","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0111NNNNNNNNNNNNNNNNN"
"20:05"," 331","  50"," 328","  44"," 330","  93","----","----","----","0000","0000","----","----","0000","0000"," -37","----","----","----","----","40","  19","-153","10389","----"," -40","----","   7","  29","  42","  51","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0111NNNNNNNNNNNNNNNNN"
"20:06"," 325","  61"," 327","  46"," 321","  78","----","----","----","0000","0000","----","----","0000","0000"," -37","----","----","----","----","39","  18","-156","10389","----"," -40","----","   7","  29","  42","  51","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0111NNNNNNNNNNNNNNNNN"
"20:07"," 323","  54"," 327","  45"," 324","  64","----","----","----","0000","0000","----","----","0000","0000"," -37","----","----","----","----","39","  18","-156","10390","----"," -40","----","   7","  29","  42","  51","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0111NNNNNNNNNNNNNNNNN"
"20:08"," 328","  50"," 328","  45"," 332","  65","----","----","----","0000","0000","----","----","0000","0000"," -37","----","----","----","----","40","  19","-153","10390","----"," -40","----","   7","  29","  42","  51","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0111NNNNNNNNNNNNNNNNN"
"20:09"," 334","  50"," 328","  47"," 337","  66","----","----","----","0000","0000","----","----","0000","0000"," -37","----","----","----","----","40","  19","-153","10390","----"," -40","----","   7","  29","  42","  51","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0111NNNNNNNNNNNNNNNNN"
"20:10"," 332","  51"," 327","  47"," 328","  69","----","----","----","0000","0000","----","----","0000","0000"," -37","----","----","----","----","40","  19","-153","10391","----"," -40","----","   7","  29","  42","  51","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0111NNNNNNNNNNNNNNNNN"
