"time_now","wd_avg_2mins","ws_avg_2mins","wd_avg_10mins","ws_avg_10mins","wd_maxsp_this_min","ws_maxsp_this_min","ws_avg_2_mins_helper","ws_avg_10_mins_helper","ws_maxsp_this_min_helper","water_this_min_rat","water_this_hour_rat","water_this_min_rat1","water_this_hour_rat1","water_this_min_by_weight","water_this_hour_by_weight","air_temp_by_box","sp_ventilation","air_temp_ventilation","wet_bulb_temp","value_humicap","relative_humidity","water_vapor_pressure","dew_temp","station_pressure","grass_temp","ground_temp_pt","ground_temp_infrared","ground_tem_5cm","ground_tem_10cm","ground_tem_15cm","ground_tem_20cm","ground_tem_40cm","ground_tem_80cm","ground_tem_160cm","ground_tem_320cm","water_lever_evaporation_this_min","water_evaporation_this_hour","visibility_avg_this_min","visibility_avg_10_mins","cloud_height","total_cloud_amount","low_cloud_amount","code_weather","snow_depth","freezing_rain","ice_accretion_on_wires","frozen_soil_depth","frequency_lightning","sign_of_data_quality"
"2015-12-13 20:01","  66","   6","  38","   3","  64","   6","----","----","----","0000","0000","----","----","0000","0000","  65","----","----","----","----","93","  90","  55","10232","----","  64","----","  85"," 106"," 114"," 115","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
"2015-12-13 20:02","  66","   5","  43","   3","  68","   5","----","----","----","0000","0000","----","----","0000","0000","  65","----","----","----","----","93","  90","  55","10233","----","  64","----","  85"," 106"," 114"," 115","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
"2015-12-13 20:03","  68","   4","  49","   3","  68","   5","----","----","----","0000","0000","----","----","0000","0000","  65","----","----","----","----","93","  90","  55","10233","----","  64","----","  85"," 105"," 114"," 115","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
"2015-12-13 20:04","  61","   2","  53","   3","  53","   1","----","----","----","0000","0000","----","----","0000","0000","  65","----","----","----","----","93","  90","  55","10233","----","  64","----","  85"," 105"," 114"," 115","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
"2015-12-13 20:05","  52","   0","  55","   3","  51","   0","----","----","----","0000","0000","----","----","0000","0000","  65","----","----","----","----","93","  90","  55","10233","----","  65","----","  85"," 105"," 113"," 115","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
"2015-12-13 20:06","  49","   0","  58","   3","  48","   0","----","----","----","0000","0000","----","----","0000","0000","  65","----","----","----","----","93","  90","  55","10233","----","  65","----","  85"," 105"," 113"," 115","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
"2015-12-13 20:07","  48","   0","  59","   3","  47","   0","----","----","----","0000","0000","----","----","0000","0000","  65","----","----","----","----","93","  90","  55","10233","----","  65","----","  85"," 105"," 113"," 115","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
"2015-12-13 20:08","  46","   0","  58","   3","  45","   0","----","----","----","0000","0000","----","----","0000","0000","  65","----","----","----","----","93","  90","  55","10233","----","  65","----","  85"," 105"," 113"," 115","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
"2015-12-13 20:09","  40","   0","  55","   2","  35","   0","----","----","----","0000","0000","----","----","0000","0000","  65","----","----","----","----","93","  90","  55","10233","----","  66","----","  84"," 105"," 113"," 115","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
"2015-12-13 20:10","  30","   0","  50","   1","  25","   0","----","----","----","0000","0000","----","----","0000","0000","  65","----","----","----","----","93","  90","  55","10234","----","  66","----","  84"," 105"," 113"," 115","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
