"time_now","wd_avg_2mins","ws_avg_2mins","wd_avg_10mins","ws_avg_10mins","wd_maxsp_this_min","ws_maxsp_this_min","ws_avg_2_mins_helper","ws_avg_10_mins_helper","ws_maxsp_this_min_helper","water_this_min_rat","water_this_hour_rat","water_this_min_rat1","water_this_hour_rat1","water_this_min_by_weight","water_this_hour_by_weight","air_temp_by_box","sp_ventilation","air_temp_ventilation","wet_bulb_temp","value_humicap","relative_humidity","water_vapor_pressure","dew_temp","station_pressure","grass_temp","ground_temp_pt","ground_temp_infrared","ground_tem_5cm","ground_tem_10cm","ground_tem_15cm","ground_tem_20cm","ground_tem_40cm","ground_tem_80cm","ground_tem_160cm","ground_tem_320cm","water_lever_evaporation_this_min","water_evaporation_this_hour","visibility_avg_this_min","visibility_avg_10_mins","cloud_height","total_cloud_amount","low_cloud_amount","code_weather","snow_depth","freezing_rain","ice_accretion_on_wires","frozen_soil_depth","frequency_lightning","sign_of_data_quality"
"2016-11-25 20:01","  23","  13","  26","  16","  30","  22","----","----","----","0000","0000","----","----","0000","0000","  68","----","----","----","----","70","  69","  17","10280","  71","  62","----","  77","  97"," 113"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN"
"2016-11-25 20:02","  29","  12","  27","  16","  28","  22","----","----","----","0000","0000","----","----","0000","0000","  68","----","----","----","----","71","  70","  19","10280","  68","  62","----","  77","  97"," 113"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN"
"2016-11-25 20:03","  26","  14","  26","  15","  25","  22","----","----","----","0000","0000","----","----","0000","0000","  68","----","----","----","----","71","  70","  19","10280","  69","  62","----","  77","  97"," 113"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN"
"2016-11-25 20:04","  27","  14","  28","  16","  29","  19","----","----","----","0000","0000","----","----","0000","0000","  68","----","----","----","----","71","  70","  19","10280","  71","  62","----","  77","  97"," 113"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN"
"2016-11-25 20:05","  30","  12","  27","  15","  30","  13","----","----","----","0000","0000","----","----","0000","0000","  68","----","----","----","----","71","  70","  19","10280","  71","  62","----","  77","  97"," 113"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN"
"2016-11-25 20:06","  29","   8","  27","  14","  28","  17","----","----","----","0000","0000","----","----","0000","0000","  68","----","----","----","----","71","  70","  19","10280","  70","  62","----","  77","  97"," 113"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN"
"2016-11-25 20:07","  28","  12","  27","  14","  27","  22","----","----","----","0000","0000","----","----","0000","0000","  68","----","----","----","----","71","  70","  19","10280","  68","  63","----","  77","  97"," 113"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN"
"2016-11-25 20:08","  33","  17","  28","  14","  40","  22","----","----","----","0000","0000","----","----","0000","0000","  68","----","----","----","----","71","  70","  19","10280","  69","  63","----","  77","  97"," 113"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN"
"2016-11-25 20:09","  38","  18","  29","  14","  35","  23","----","----","----","0000","0000","----","----","0000","0000","  68","----","----","----","----","71","  70","  19","10279","  70","  63","----","  77","  97"," 113"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN"
"2016-11-25 20:10","  34","  14","  30","  13","  32","  13","----","----","----","0000","0000","----","----","0000","0000","  68","----","----","----","----","71","  70","  19","10279","  73","  63","----","  77","  97"," 113"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN"
"2016-11-25 20:11","  36","  12","  31","  13","  41","  26","----","----","----","0000","0000","----","----","0000","0000","  68","----","----","----","----","71","  70","  19","10279","  74","  63","----","  77","  97"," 113"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN"
"2016-11-25 20:12","  37","  16","  32","  14","  34","  27","----","----","----","0000","0000","----","----","0000","0000","  68","----","----","----","----","70","  69","  17","10279","  73","  63","----","  77","  97"," 113"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN"
"2016-11-25 20:13","  36","  17","  33","  14","  38","  19","----","----","----","0000","0000","----","----","0000","0000","  68","----","----","----","----","70","  69","  17","10279","  75","  63","----","  77","  97"," 113"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN"
"2016-11-25 20:14","  34","  13","  33","  14","  29","  16","----","----","----","0000","0000","----","----","0000","0000","  68","----","----","----","----","70","  69","  17","10279","  75","  63","----","  77","  97"," 113"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN"
"2016-11-25 20:15","  32","  13","  34","  14","  34","  21","----","----","----","0000","0000","----","----","0000","0000","  68","----","----","----","----","70","  69","  17","10279","  75","  63","----","  77","  97"," 113"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN"
"2016-11-25 20:16","  31","  15","  34","  15","  27","  26","----","----","----","0000","0000","----","----","0000","0000","  68","----","----","----","----","71","  70","  19","10279","  75","  63","----","  77","  97"," 113"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN"
"2016-11-25 20:17","  23","  17","  33","  15","  20","  29","----","----","----","0000","0000","----","----","0000","0000","  68","----","----","----","----","70","  69","  17","10279","  76","  63","----","  77","  97"," 113"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN"
"2016-11-25 20:18","  23","  20","  32","  16","  26","  27","----","----","----","0000","0000","----","----","0000","0000","  68","----","----","----","----","70","  69","  17","10280","  75","  63","----","  77","  97"," 113"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN"
"2016-11-25 20:19","  19","  20","  29","  16","  13","  24","----","----","----","0000","0000","----","----","0000","0000","  68","----","----","----","----","70","  69","  17","10280","  75","  63","----","  77","  97"," 113"," 123","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN000000N0000NNNNNNNNNNNNNNNNN"
