"time_now","wd_avg_2mins","ws_avg_2mins","wd_avg_10mins","ws_avg_10mins","wd_maxsp_this_min","ws_maxsp_this_min","ws_avg_2_mins_helper","ws_avg_10_mins_helper","ws_maxsp_this_min_helper","water_this_min_rat","water_this_hour_rat","water_this_min_rat1","water_this_hour_rat1","water_this_min_by_weight","water_this_hour_by_weight","air_temp_by_box","sp_ventilation","air_temp_ventilation","wet_bulb_temp","value_humicap","relative_humidity","water_vapor_pressure","dew_temp","station_pressure","grass_temp","ground_temp_pt","ground_temp_infrared","ground_tem_5cm","ground_tem_10cm","ground_tem_15cm","ground_tem_20cm","ground_tem_40cm","ground_tem_80cm","ground_tem_160cm","ground_tem_320cm","water_lever_evaporation_this_min","water_evaporation_this_hour","visibility_avg_this_min","visibility_avg_10_mins","cloud_height","total_cloud_amount","low_cloud_amount","code_weather","snow_depth","freezing_rain","ice_accretion_on_wires","frozen_soil_depth","frequency_lightning","sign_of_data_quality"
"2016-12-27 20:01"," 338","  33"," 340","  27"," 338","  47","----","----","----","0000","0000","----","----","0000","0000","  93","----","----","----","----","96"," 112","  87","10240","  88","  93","----"," 103"," 110"," 114"," 117","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN001000N1111NNNNNNNNNNNNNNNNN"
"2016-12-27 20:02"," 336","  30"," 340","  27"," 334","  40","----","----","----","0000","0000","----","----","   1","   1","  93","----","----","----","----","96"," 112","  87","10240","  88","  93","----"," 103"," 109"," 114"," 117","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN001000N1111NNNNNNNNNNNNNNNNN"
"2016-12-27 20:03"," 338","  29"," 340","  28"," 341","  43","----","----","----","0000","0000","----","----","0000","   1","  93","----","----","----","----","96"," 112","  87","10240","  88","  93","----"," 103"," 109"," 114"," 117","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN001000N1111NNNNNNNNNNNNNNNNN"
"2016-12-27 20:04"," 343","  28"," 340","  28"," 344","  39","----","----","----","0000","0000","----","----","0000","   1","  93","----","----","----","----","96"," 112","  87","10240","  88","  92","----"," 103"," 109"," 114"," 117","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN001000N1111NNNNNNNNNNNNNNNNN"
"2016-12-27 20:05"," 342","  26"," 341","  28"," 341","  35","----","----","----","   1","   1","----","----","0000","   1","  93","----","----","----","----","96"," 112","  87","10240","  88","  92","----"," 103"," 109"," 114"," 117","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN001000N1111NNNNNNNNNNNNNNNNN"
"2016-12-27 20:06"," 344","  27"," 342","  27"," 348","  36","----","----","----","0000","   1","----","----","0000","   1","  92","----","----","----","----","96"," 112","  86","10240","  88","  92","----"," 103"," 109"," 114"," 117","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN001000N1111NNNNNNNNNNNNNNNNN"
"2016-12-27 20:07"," 352","  30"," 343","  27"," 356","  47","----","----","----","0000","   1","----","----","0000","   1","  92","----","----","----","----","96"," 112","  86","10240","  88","  92","----"," 103"," 109"," 114"," 117","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN001000N1111NNNNNNNNNNNNNNNNN"
"2016-12-27 20:08"," 349","  34"," 342","  29"," 342","  61","----","----","----","0000","   1","----","----","0000","   1","  92","----","----","----","----","96"," 112","  86","10241","  88","  92","----"," 103"," 109"," 114"," 117","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN001000N1111NNNNNNNNNNNNNNNNN"
"2016-12-27 20:09"," 342","  39"," 342","  31"," 342","  51","----","----","----","0000","   1","----","----","0000","   1","  92","----","----","----","----","96"," 112","  86","10241","  87","  92","----"," 103"," 109"," 114"," 117","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN001000N1111NNNNNNNNNNNNNNNNN"
"2016-12-27 20:10"," 350","  37"," 344","  31"," 359","  42","----","----","----","0000","   1","----","----","0000","   1","  92","----","----","----","----","96"," 112","  86","10241","  87","  92","----"," 103"," 109"," 114"," 117","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN001000N1111NNNNNNNNNNNNNNNNN"
