"time_now","wd_avg_2mins","ws_avg_2mins","wd_avg_10mins","ws_avg_10mins","wd_maxsp_this_min","ws_maxsp_this_min","ws_avg_2_mins_helper","ws_avg_10_mins_helper","ws_maxsp_this_min_helper","water_this_min_rat","water_this_hour_rat","water_this_min_rat1","water_this_hour_rat1","water_this_min_by_weight","water_this_hour_by_weight","air_temp_by_box","sp_ventilation","air_temp_ventilation","wet_bulb_temp","value_humicap","relative_humidity","water_vapor_pressure","dew_temp","station_pressure","grass_temp","ground_temp_pt","ground_temp_infrared","ground_tem_5cm","ground_tem_10cm","ground_tem_15cm","ground_tem_20cm","ground_tem_40cm","ground_tem_80cm","ground_tem_160cm","ground_tem_320cm","water_lever_evaporation_this_min","water_evaporation_this_hour","visibility_avg_this_min","visibility_avg_10_mins","cloud_height","total_cloud_amount","low_cloud_amount","code_weather","snow_depth","freezing_rain","ice_accretion_on_wires","frozen_soil_depth","frequency_lightning","sign_of_data_quality"
"2015-12-09 20:01","  58","  14","  58","  13","  60","  18","----","----","----","0000","0000","----","----","0000","0000","  81","----","----","----","----","92","  99","  69","10305","----","  54","----","  75","  94"," 101"," 103","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
"2015-12-09 20:02","  61","  15","  58","  14","  62","  22","----","----","----","0000","0000","----","----","0000","0000","  81","----","----","----","----","92","  99","  69","10305","----","  54","----","  75","  94"," 101"," 103","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
"2015-12-09 20:03","  61","  17","  58","  15","  61","  22","----","----","----","0000","0000","----","----","0000","0000","  81","----","----","----","----","92","  99","  69","10305","----","  54","----","  75","  94"," 101"," 103","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
"2015-12-09 20:04","  61","  19","  58","  15","  62","  31","----","----","----","0000","0000","----","----","0000","0000","  81","----","----","----","----","92","  99","  69","10305","----","  54","----","  75","  93"," 101"," 103","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
"2015-12-09 20:05","  63","  19","  58","  16","  64","  26","----","----","----","0000","0000","----","----","0000","0000","  81","----","----","----","----","92","  99","  69","10305","----","  54","----","  75","  93"," 101"," 103","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
"2015-12-09 20:06","  63","  17","  59","  16","  62","  23","----","----","----","0000","0000","----","----","0000","0000","  82","----","----","----","----","92"," 100","  70","10304","----","  54","----","  75","  93"," 101"," 103","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
"2015-12-09 20:07","  61","  17","  59","  16","  60","  23","----","----","----","0000","0000","----","----","0000","0000","  82","----","----","----","----","91","  99","  68","10304","----","  54","----","  75","  93"," 101"," 103","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
"2015-12-09 20:08","  60","  17","  60","  17","  60","  21","----","----","----","0000","0000","----","----","0000","0000","  82","----","----","----","----","91","  99","  68","10304","----","  54","----","  75","  93"," 101"," 103","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
"2015-12-09 20:09","  60","  17","  61","  17","  60","  26","----","----","----","0000","0000","----","----","0000","0000","  83","----","----","----","----","91"," 100","  69","10304","----","  54","----","  75","  93"," 101"," 103","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
"2015-12-09 20:10","  60","  18","  61","  17","  60","  27","----","----","----","0000","0000","----","----","0000","0000","  83","----","----","----","----","91"," 100","  69","10304","----","  54","----","  75","  93"," 101"," 103","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
"2015-12-09 20:11","  59","  18","  61","  18","  58","  24","----","----","----","0000","0000","----","----","0000","0000","  83","----","----","----","----","91"," 100","  69","10304","----","  55","----","  75","  93"," 101"," 103","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
"2015-12-09 20:12","  55","  16","  60","  18","  53","  23","----","----","----","0000","0000","----","----","0000","0000","  84","----","----","----","----","91"," 100","  70","10304","----","  55","----","  75","  93"," 101"," 103","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
"2015-12-09 20:13","  55","  16","  60","  17","  58","  24","----","----","----","0000","0000","----","----","0000","0000","  84","----","----","----","----","91"," 100","  70","10304","----","  54","----","  74","  93"," 101"," 103","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
"2015-12-09 20:14","  57","  16","  59","  17","  57","  21","----","----","----","0000","0000","----","----","0000","0000","  84","----","----","----","----","90","  99","  69","10304","----","  55","----","  74","  93"," 101"," 103","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
"2015-12-09 20:15","  61","  15","  59","  17","  65","  18","----","----","----","0000","0000","----","----","0000","0000","  84","----","----","----","----","90","  99","  69","10304","----","  54","----","  74","  93"," 100"," 103","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
"2015-12-09 20:16","  65","  15","  60","  16","  65","  21","----","----","----","0000","0000","----","----","0000","0000","  84","----","----","----","----","90","  99","  69","10304","----","  54","----","  74","  93"," 100"," 103","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
"2015-12-09 20:17","  66","  14","  60","  16","  67","  16","----","----","----","0000","0000","----","----","0000","0000","  84","----","----","----","----","90","  99","  69","10304","----","  54","----","  74","  92"," 100"," 103","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
"2015-12-09 20:18","  65","  13","  61","  16","  62","  19","----","----","----","0000","0000","----","----","0000","0000","  85","----","----","----","----","90"," 100","  70","10304","----","  54","----","  74","  92"," 100"," 103","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
"2015-12-09 20:19","  63","  13","  61","  15","  64","  16","----","----","----","0000","0000","----","----","0000","0000","  85","----","----","----","----","90"," 100","  70","10304","----","  54","----","  74","  92"," 100"," 103","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
"2015-12-09 20:20","  63","  14","  61","  15","  61","  18","----","----","----","0000","0000","----","----","0000","0000","  85","----","----","----","----","90"," 100","  70","10304","----","  54","----","  74","  92"," 100"," 103","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN"
