time_now,wd_avg_2mins,ws_avg_2mins,wd_avg_10mins,ws_avg_10mins,wd_maxsp_this_min,ws_maxsp_this_min,air_temp_by_box,relative_humidity,water_vapor_pressure,dew_temp,station_pressure,ground_temp_pt,ground_tem_5cm,ground_tem_10cm,ground_tem_15cm,ground_tem_20cm
2016-09-25 20:01:00,86,16,89,18,85,23,234,91,262,218,10135,218,244,261,268,267
2016-09-25 20:02:00,87,13,89,17,90,23,234,91,262,218,10135,218,244,261,268,267
2016-09-25 20:03:00,88,16,88,17,86,24,234,92,265,220,10136,218,244,261,268,267
2016-09-25 20:04:00,86,17,88,17,86,25,234,92,265,220,10136,218,244,261,267,267
2016-09-25 20:05:00,87,15,89,16,88,21,234,92,265,220,10136,218,244,260,267,267
2016-09-25 20:06:00,89,15,88,16,89,21,234,92,265,220,10136,218,244,260,267,267
2016-09-25 20:07:00,88,17,87,16,87,25,234,92,265,220,10136,218,244,260,267,267
2016-09-25 20:08:00,89,19,88,16,90,25,234,92,265,220,10136,218,243,260,267,267
2016-09-25 20:09:00,90,20,88,17,90,25,233,92,263,219,10136,218,243,260,267,267
2016-09-25 20:10:00,89,19,88,17,89,26,233,92,263,219,10135,218,243,260,267,267
2016-09-25 20:11:00,90,20,89,17,91,31,233,92,263,219,10135,218,243,260,267,267
2016-09-25 20:12:00,91,20,89,18,91,25,233,92,263,219,10135,218,243,260,267,267
2016-09-25 20:13:00,92,19,89,18,94,25,233,92,263,219,10135,218,243,259,267,267
2016-09-25 20:14:00,95,17,90,18,96,24,233,92,263,219,10135,218,243,259,267,267
2016-09-25 20:15:00,95,14,91,18,93,18,233,92,263,219,10135,218,243,259,267,267
2016-09-25 20:16:00,97,14,92,18,102,22,233,92,263,219,10135,218,243,259,266,267
2016-09-25 20:17:00,103,17,94,18,105,29,233,92,263,219,10135,217,242,259,266,266
2016-09-25 20:18:00,103,18,95,18,101,27,233,93,266,221,10134,217,242,259,266,266
2016-09-25 20:19:00,102,16,96,17,103,25,233,93,266,221,10134,217,242,259,266,266
2016-09-25 20:20:00,104,16,98,17,104,22,233,93,266,221,10135,217,242,259,266,266
2016-09-25 20:21:00,102,17,99,17,100,22,232,93,264,220,10135,217,242,259,266,266
2016-09-25 20:22:00,95,19,99,17,91,27,232,93,264,220,10135,217,242,259,266,266
2016-09-25 20:23:00,96,20,100,17,101,32,232,93,264,220,10135,217,242,258,266,266
2016-09-25 20:24:00,101,18,100,17,102,23,232,93,264,220,10135,217,242,258,266,266
2016-09-25 20:25:00,102,18,101,18,103,30,232,93,264,220,10135,217,242,258,266,266
2016-09-25 20:26:00,102,21,101,18,102,27,232,93,264,220,10135,217,242,258,266,266
2016-09-25 20:27:00,102,21,101,19,102,28,232,93,264,220,10135,217,241,258,266,266
2016-09-25 20:28:00,102,19,101,19,103,27,232,93,264,220,10135,217,241,258,265,266
2016-09-25 20:29:00,105,17,102,19,107,24,232,93,264,220,10135,217,241,258,265,266
2016-09-25 20:30:00,107,16,102,19,108,22,232,93,264,220,10135,216,241,258,265,266
2016-09-25 20:31:00,105,15,102,18,103,20,232,93,264,220,10134,217,241,258,265,266
2016-09-25 20:32:00,104,17,104,18,105,22,232,94,267,222,10134,216,241,257,265,266
2016-09-25 20:33:00,101,15,103,18,98,22,231,94,266,221,10134,216,241,257,265,266
2016-09-25 20:34:00,102,13,104,17,106,18,231,94,266,221,10134,216,241,257,265,266
2016-09-25 20:35:00,100,15,103,17,94,26,231,94,266,221,10134,216,241,257,265,266
2016-09-25 20:36:00,92,17,102,17,89,27,231,94,266,221,10134,216,241,257,265,266
2016-09-25 20:37:00,91,17,101,16,93,21,231,94,266,221,10135,216,240,257,265,265
2016-09-25 20:38:00,87,15,99,16,82,21,231,94,266,221,10135,216,240,257,265,265
2016-09-25 20:39:00,81,14,96,15,81,18,231,94,266,221,10135,216,240,257,265,265
2016-09-25 20:40:00,84,14,94,15,86,19,231,94,266,221,10135,216,240,257,264,265
2016-09-25 20:41:00,84,14,92,15,82,21,231,94,266,221,10136,216,240,257,264,265
2016-09-25 20:42:00,84,15,90,15,86,22,231,94,266,221,10136,216,240,256,264,265
2016-09-25 20:43:00,87,16,89,15,89,21,231,94,266,221,10136,216,240,256,264,265
2016-09-25 20:44:00,87,13,87,15,86,18,231,94,266,221,10136,216,240,256,264,265
2016-09-25 20:45:00,87,12,86,15,89,19,231,94,266,221,10136,216,240,256,264,265
2016-09-25 20:46:00,92,13,87,14,96,15,231,94,266,221,10136,216,240,256,264,265
2016-09-25 20:47:00,94,13,87,14,93,19,231,94,266,221,10136,216,240,256,264,265
2016-09-25 20:48:00,91,15,88,14,89,23,231,94,266,221,10136,216,239,256,264,265
