time_now,wd_avg_2mins,ws_avg_2mins,wd_avg_10mins,ws_avg_10mins,wd_maxsp_this_min,ws_maxsp_this_min,air_temp_by_box,relative_humidity,water_vapor_pressure,dew_temp,station_pressure,ground_temp_pt,ground_tem_5cm,ground_tem_10cm,ground_tem_15cm,ground_tem_20cm
2016-03-14 20:01:00,70,39,68,38,69,59,  75,80,  83,  43,10252,68,98,117,120,116
2016-03-14 20:02:00,71,34,69,38,73,36,  75,80,  83,  43,10253,68,98,117,120,116
2016-03-14 20:03:00,71,34,69,39,69,56,  75,80,  83,  43,10253,67,98,117,120,116
2016-03-14 20:04:00,66,40,68,40,63,61,  75,80,  83,  43,10254,67,98,117,120,116
2016-03-14 20:05:00,62,38,68,39,60,45,  75,80,  83,  43,10254,67,97,117,120,116
2016-03-14 20:06:00,64,33,68,38,68,44,  74,80,  82,  42,10255,67,97,117,120,116
2016-03-14 20:07:00,66,30,67,36,63,43,  74,80,  82,  42,10255,67,97,116,120,116
2016-03-14 20:08:00,65,34,67,37,66,64,  74,80,  82,  42,10255,67,97,116,120,116
2016-03-14 20:09:00,66,37,67,36,66,47,  74,80,  82,  42,10254,66,97,116,120,116
2016-03-14 20:10:00,66,34,66,35,66,52,  74,80,  82,  42,10254,66,97,116,120,116
2016-03-14 20:11:00,65,34,66,35,64,45,  74,80,  82,  42,10254,66,97,116,120,116
2016-03-14 20:12:00,64,33,65,35,64,53,  74,80,  82,  42,10254,66,97,116,120,116
2016-03-14 20:13:00,63,30,64,34,63,35,  73,80,  82,  41,10255,66,97,116,120,116
2016-03-14 20:14:00,60,27,64,32,58,47,  73,80,  82,  41,10255,65,96,116,120,116
2016-03-14 20:15:00,60,33,64,33,62,51,  73,80,  82,  41,10255,65,96,115,119,116
2016-03-14 20:16:00,65,34,64,32,68,46,  73,79,  81,  39,10255,65,96,115,119,116
2016-03-14 20:17:00,72,33,65,33,76,40,  73,79,  81,  39,10255,65,96,115,119,116
2016-03-14 20:18:00,73,35,66,33,70,48,  73,80,  82,  41,10254,65,96,115,119,116
2016-03-14 20:19:00,70,37,66,33,69,57,  73,80,  82,  41,10254,65,96,115,119,116
2016-03-14 20:20:00,69,37,66,33,69,59,  73,80,  82,  41,10254,65,96,115,119,116
2016-03-14 20:21:00,70,38,67,34,70,59,  72,80,  81,  40,10254,65,95,115,119,116
2016-03-14 20:22:00,71,37,68,34,72,48,  72,80,  81,  40,10254,65,95,115,119,116
2016-03-14 20:23:00,69,31,68,34,66,38,  72,80,  81,  40,10254,65,95,114,119,116
2016-03-14 20:24:00,66,28,69,34,67,36,  72,80,  81,  40,10254,64,95,114,119,116
2016-03-14 20:25:00,67,29,69,33,67,42,  72,80,  81,  40,10255,64,95,114,119,116
2016-03-14 20:26:00,71,30,70,33,74,42,  72,80,  81,  40,10255,64,95,114,119,116
2016-03-14 20:27:00,76,29,70,33,77,43,  72,80,  81,  40,10255,64,95,114,119,116
2016-03-14 20:28:00,74,32,70,33,71,53,  72,80,  81,  40,10255,64,94,114,119,116
2016-03-14 20:29:00,72,35,71,32,73,55,  72,80,  81,  40,10255,64,94,114,118,116
2016-03-14 20:30:00,68,31,70,32,62,49,  71,80,  81,  39,10255,64,94,114,118,116
2016-03-14 20:31:00,68,31,70,31,73,43,  71,80,  81,  39,10255,64,94,113,118,116
2016-03-14 20:32:00,71,32,70,31,69,41,  71,80,  81,  39,10255,63,94,113,118,116
2016-03-14 20:33:00,69,27,70,30,69,37,  71,80,  81,  39,10255,63,94,113,118,116
2016-03-14 20:34:00,66,27,70,31,64,45,  71,81,  82,  41,10255,63,94,113,118,116
2016-03-14 20:35:00,69,27,71,30,74,36,  71,81,  82,  41,10254,63,94,113,118,116
2016-03-14 20:36:00,74,30,71,31,75,56,  71,81,  82,  41,10254,63,93,113,118,116
2016-03-14 20:37:00,70,36,70,31,65,44,  71,81,  82,  41,10254,63,93,113,118,116
2016-03-14 20:38:00,65,32,69,31,64,42,  70,81,  81,  40,10254,63,93,113,118,115
2016-03-14 20:39:00,63,29,68,30,61,36,  70,81,  81,  40,10254,63,93,113,118,115
2016-03-14 20:40:00,60,27,67,30,59,45,  70,81,  81,  40,10255,63,93,112,118,115
2016-03-14 20:41:00,61,32,66,30,64,60,  70,81,  81,  40,10255,62,93,112,118,115
2016-03-14 20:42:00,65,38,66,31,66,56,  70,81,  81,  40,10255,63,93,112,118,115
2016-03-14 20:43:00,63,37,65,32,60,51,  70,81,  81,  40,10255,63,93,112,118,115
