time_now,wd_avg_2mins,ws_avg_2mins,wd_avg_10mins,ws_avg_10mins,wd_maxsp_this_min,ws_maxsp_this_min,air_temp_by_box,relative_humidity,water_vapor_pressure,dew_temp,station_pressure,ground_temp_pt,ground_tem_5cm,ground_tem_10cm,ground_tem_15cm,ground_tem_20cm
2016-01-16 20:01:00,74,26,78,25,71,36,71,70,71,20,10183,55,65,76,80,79
2016-01-16 20:02:00,70,24,78,24,70,35,71,70,71,20,10183,55,65,76,80,79
2016-01-16 20:03:00,69,23,77,24,69,31,71,70,71,20,10183,55,65,76,80,79
2016-01-16 20:04:00,70,25,76,24,71,37,71,70,71,20,10183,55,65,76,80,79
2016-01-16 20:05:00,70,25,75,24,70,30,71,70,71,20,10182,55,65,76,80,79
2016-01-16 20:06:00,70,24,74,24,71,31,71,70,71,20,10182,56,65,75,80,79
2016-01-16 20:07:00,70,26,73,25,70,36,71,71,72,22,10181,56,65,75,80,79
2016-01-16 20:08:00,70,28,72,25,70,34,71,71,72,22,10180,56,65,75,80,79
2016-01-16 20:09:00,72,29,71,26,75,41,71,71,72,22,10179,56,65,75,79,79
2016-01-16 20:10:00,72,31,70,26,68,42,71,71,72,22,10177,56,65,75,79,79
2016-01-16 20:11:00,71,32,71,27,75,45,71,71,72,22,10176,56,65,75,79,79
2016-01-16 20:12:00,72,29,71,27,69,37,71,71,72,22,10175,56,65,75,79,79
2016-01-16 20:13:00,71,29,71,28,73,44,71,71,72,22,10175,56,65,75,79,79
2016-01-16 20:14:00,75,28,72,28,76,35,71,71,72,22,10175,56,65,75,79,79
2016-01-16 20:15:00,75,25,72,28,74,36,71,71,72,22,10176,56,65,75,79,79
2016-01-16 20:16:00,75,26,73,28,75,43,71,71,72,22,10176,56,65,75,79,79
2016-01-16 20:17:00,76,27,73,28,77,44,71,71,72,22,10175,56,65,75,79,79
2016-01-16 20:18:00,78,30,74,29,79,42,71,71,72,22,10175,56,65,75,79,79
2016-01-16 20:19:00,78,31,74,29,78,38,71,71,72,22,10176,56,65,75,79,79
2016-01-16 20:20:00,82,29,76,28,85,39,71,71,72,22,10176,56,65,75,79,79
2016-01-16 20:21:00,83,28,77,28,81,41,71,72,73,24,10176,56,65,75,79,79
2016-01-16 20:22:00,81,31,78,29,80,39,71,72,73,24,10175,56,65,75,79,79
2016-01-16 20:23:00,81,33,79,29,81,51,71,72,73,24,10175,56,65,75,79,79
2016-01-16 20:24:00,79,30,79,29,77,43,72,71,72,23,10175,56,65,75,79,79
2016-01-16 20:25:00,78,28,79,30,79,42,72,72,73,25,10175,56,65,75,79,79
2016-01-16 20:26:00,79,30,79,30,78,40,72,72,73,25,10175,56,65,75,79,79
2016-01-16 20:27:00,80,26,80,29,83,34,72,72,73,25,10176,56,65,75,79,79
2016-01-16 20:28:00,81,22,80,28,80,28,72,72,73,25,10176,56,65,74,79,79
2016-01-16 20:29:00,85,19,81,27,91,29,72,72,73,25,10177,56,65,74,79,79
2016-01-16 20:30:00,82,20,80,27,74,29,72,72,73,25,10178,56,65,74,79,79
2016-01-16 20:31:00,78,21,80,26,82,26,72,72,73,25,10177,57,65,74,79,79
2016-01-16 20:32:00,83,23,81,25,84,39,72,72,73,25,10176,57,65,74,79,79
2016-01-16 20:33:00,81,28,80,24,77,41,72,72,73,25,10175,57,65,74,79,79
2016-01-16 20:34:00,78,29,81,25,78,37,72,72,73,25,10175,57,65,74,79,79
2016-01-16 20:35:00,76,28,80,25,74,37,72,72,73,25,10174,57,65,74,79,79
2016-01-16 20:36:00,78,29,80,25,81,38,72,72,73,25,10174,57,65,74,79,79
2016-01-16 20:37:00,81,27,80,25,80,42,72,73,74,27,10174,57,65,74,79,79
2016-01-16 20:38:00,78,31,80,26,76,43,72,73,74,27,10173,57,65,74,79,79
2016-01-16 20:39:00,78,33,78,28,79,44,72,73,74,27,10173,57,65,74,79,79
2016-01-16 20:40:00,78,27,79,28,77,32,72,73,74,27,10173,57,65,74,78,79
2016-01-16 20:41:00,77,27,78,29,77,38,72,73,74,27,10172,57,65,74,78,79
2016-01-16 20:42:00,73,30,77,29,69,38,72,73,74,27,10171,57,65,74,78,79
2016-01-16 20:43:00,72,27,77,29,75,31,72,73,74,27,10171,57,65,74,78,79
2016-01-16 20:44:00,75,27,76,29,76,39,72,73,74,27,10170,57,65,74,78,79
2016-01-16 20:45:00,77,30,77,29,78,39,72,73,74,27,10170,57,65,74,78,79
2016-01-16 20:46:00,78,34,77,30,78,47,72,73,74,27,10169,57,65,74,78,79
2016-01-16 20:47:00,80,33,77,30,82,36,72,73,74,27,10170,57,65,74,78,79
2016-01-16 20:48:00,84,27,78,29,86,35,73,73,75,28,10170,56,65,74,78,79
2016-01-16 20:49:00,86,23,78,28,86,36,73,74,76,30,10170,56,65,74,78,79
2016-01-16 20:50:00,84,25,79,29,82,44,73,74,76,30,10171,56,65,74,78,79
2016-01-16 20:51:00,82,25,80,28,83,28,73,74,76,30,10171,56,65,74,78,79
2016-01-16 20:52:00,82,21,81,27,81,27,73,74,76,30,10171,56,65,74,78,79
2016-01-16 20:53:00,82,24,82,27,83,40,73,74,76,30,10171,56,65,74,78,79
