time_now,wd_avg_2mins,ws_avg_2mins,wd_avg_10mins,ws_avg_10mins,wd_maxsp_this_min,ws_maxsp_this_min,air_temp_by_box,relative_humidity,water_vapor_pressure,dew_temp,station_pressure,ground_temp_pt,ground_tem_5cm,ground_tem_10cm,ground_tem_15cm,ground_tem_20cm
20161231 20:01,  70,  10,  79,  10,  69,  12,  59,84,  78,  34,10298,  35,  69,  85,  89,  91
20161231 20:02,  67,   9,  77,  10,  65,  11,  59,84,  78,  34,10298,  34,  69,  85,  89,  90
20161231 20:03,  62,   9,  75,  10,  60,  11,  59,84,  78,  34,10298,  34,  69,  84,  89,  90
20161231 20:04,  58,   9,  72,  10,  56,  12,  59,84,  78,  34,10298,  34,  68,  84,  89,  90
20161231 20:05,  54,  11,  69,  11,  53,  14,  59,84,  78,  34,10298,  34,  68,  84,  89,  90
20161231 20:06,  52,  13,  66,  11,  51,  18,  59,84,  78,  34,10299,  34,  68,  84,  89,  90
20161231 20:07,  52,  15,  63,  11,  52,  18,  58,85,  78,  35,10299,  33,  68,  84,  89,  90
20161231 20:08,  52,  15,  60,  12,  51,  19,  58,85,  78,  35,10299,  33,  68,  84,  89,  90
20161231 20:09,  50,  14,  58,  12,  49,  17,  58,85,  78,  35,10299,  33,  67,  84,  89,  90
20161231 20:10,  49,  14,  55,  12,  49,  19,  58,85,  78,  35,10299,  33,  67,  84,  89,  90
20161231 20:11,  48,  15,  53,  13,  48,  20,  58,85,  78,  35,10299,  33,  67,  84,  89,  90
20161231 20:12,  45,  16,  51,  14,  42,  20,  58,85,  78,  35,10299,  34,  67,  84,  89,  90
20161231 20:13,  43,  14,  50,  14,  45,  15,  58,85,  78,  35,10300,  34,  67,  83,  89,  90
20161231 20:14,  44,  12,  48,  14,  43,  16,  58,85,  78,  35,10300,  34,  67,  83,  89,  90
20161231 --:--,----,----,----,----,----,----,----,--,----,----,-----,----,----,----,----,----
20161231 20:16,  44,  13,  48,  14,  46,  20,  58,85,  78,  35,10300,  34,  66,  83,  89,  90
