58463 2015   12   141213000E305300N   46   56  105    031-------1111-1-111-1111111111-------V1.00---------------------------------------------------------------------------------------------------------------------------------------------------------------
2125 322  13 323  13 309  21------------00000000--------00000000  78----------------  90  95  6310237----  80----  87  96 103 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2126 315  13 324  13 321  21------------00000000--------00000000  78----------------  90  95  6310237----  80----  87  96 103 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2127 325  16 325  13 328  24------------00000000--------00000000  78----------------  91  96  6410238----  80----  87  96 103 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2128 328  22 326  15 329  29------------00000000--------00000000  78----------------  91  96  6410238----  80----  87  96 103 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2129 321  22 326  16 314  28------------00000000--------00000000  78----------------  90  95  6310238----  80----  87  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2130 312  19 324  17 310  24------------00000000--------00000000  78----------------  90  95  6310238----  80----  87  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2131 320  22 324  19 329  35------------00000000--------00000000  78----------------  90  95  6310238----  80----  87  96 103 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2132 321  24 321  19 312  29------------00000000--------00000000  78----------------  90  95  6310238----  79----  87  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2133 315  21 320  19 318  30------------00000000--------00000000  78----------------  90  95  6310239----  79----  87  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2134 318  24 319  21 317  44------------00000000--------00000000  78----------------  90  95  6310239----  79----  87  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2135 319  29 320  22 322  40------------00000000--------00000000  78----------------  90  95  6310239----  79----  87  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
2136 323  29 320  24 323  34------------00000000--------00000000  78----------------  90  95  6310239----  79----  87  96 102 106-------------------------------------------------------------------------------000000NNN00NN000NNNN0010N0N0111NNNNNNNNNNNNNNNNN
