58463 2015   09   281213000E305300N   46   56  105    031-------1111-1-111-1111111111-------V1.00---------------------------------------------------------------------------------------------------------------------------------------------------------------
2001  44  15  44  16  46  26------------00000000--------00000000 218----------------  75 196 17210138---- 209---- 238 254 259 257-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2002  42  16  43  16  37  28------------00000000--------00000000 218----------------  75 196 17210138---- 209---- 238 254 259 257-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2003  41  14  43  15  45  14------------00000000--------00000000 218----------------  75 196 17210138---- 209---- 238 253 259 257-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2004  44  15  43  15  43  30------------00000000--------00000000 218----------------  75 196 17210138---- 209---- 238 253 259 257-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2005  43  20  44  15  43  31------------00000000--------00000000 218----------------  75 196 17210138---- 209---- 238 253 258 257-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2006  43  21  43  16  43  33------------00000000--------00000000 218----------------  75 196 17210138---- 208---- 238 253 258 257-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2007  41  21  42  17  38  28------------00000000--------00000000 218----------------  75 196 17210138---- 208---- 237 253 258 257-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2008  33  20  40  17  28  24------------00000000--------00000000 218----------------  75 196 17210138---- 208---- 237 253 258 256-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2009  34  19  41  18  41  34------------00000000--------00000000 218----------------  75 196 17210138---- 208---- 237 253 258 257-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2010  38  18  40  18  35  23------------00000000--------00000000 218----------------  75 196 17210138---- 208---- 237 253 258 256-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
