58463 2015   09   081213000E305300N   46   56  105    031-------1111-1-111-1111111111-------V1.00---------------------------------------------------------------------------------------------------------------------------------------------------------------
2001  54  18  54  17  46  29------------00000000--------00000000 239----------------  80 237 20210117---- 219---- 240 254 261 262-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2002  47  18  54  17  48  23------------00000000--------00000000 239----------------  80 237 20210117---- 219---- 239 254 261 262-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2003  55  17  55  17  62  20------------00000000--------00000000 240----------------  80 239 20310117---- 219---- 239 254 261 262-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2004  58  18  54  17  54  25------------00000000--------00000000 240----------------  80 239 20310117---- 219---- 239 254 261 262-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2005  53  17  54  17  52  21------------00000000--------00000000 240----------------  80 239 20310118---- 219---- 239 254 261 262-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2006  55  15  55  17  57  19------------00000000--------00000000 240----------------  80 239 20310118---- 219---- 239 254 261 262-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2007  54  15  54  17  51  24------------00000000--------00000000 240----------------  80 239 20310118---- 219---- 239 254 261 262-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2008  57  14  54  16  62  20------------00000000--------00000000 240----------------  80 239 20310118---- 219---- 239 253 261 262-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2009  63  16  56  16  65  22------------00000000--------00000000 240----------------  80 239 20310118---- 219---- 239 253 261 262-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2010  60  15  55  16  55  22------------00000000--------00000000 239----------------  80 237 20210118---- 219---- 239 253 261 262-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2011  55  16  56  16  55  30------------00000000--------00000000 239----------------  80 237 20210118---- 219---- 239 253 261 262-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2012  55  20  57  16  55  26------------00000000--------00000000 239----------------  80 237 20210118---- 218---- 239 253 261 262-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2013  56  18  56  16  56  20------------00000000--------00000000 239----------------  80 237 20210118---- 219---- 238 253 261 262-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2014  56  15  56  16  55  19------------00000000--------00000000 239----------------  80 237 20210118---- 218---- 238 253 261 262-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2015  55  14  56  16  54  23------------00000000--------00000000 239----------------  80 237 20210119---- 218---- 238 253 260 262-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2016  54  18  56  16  54  28------------00000000--------00000000 239----------------  81 240 20410119---- 218---- 238 253 260 262-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2017  55  20  57  17  56  25------------00000000--------00000000 239----------------  81 240 20410119---- 218---- 238 253 260 262-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2018  54  17  56  17  52  22------------00000000--------00000000 239----------------  81 240 20410119---- 218---- 238 253 260 262-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2019  54  19  55  17  56  28------------00000000--------00000000 239----------------  81 240 20410119---- 218---- 238 252 260 262-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2020  52  19  54  18  49  21------------00000000--------00000000 239----------------  81 240 20410119---- 218---- 238 252 260 262-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2021  51  16  54  17  54  20------------00000000--------00000000 239----------------  81 240 20410119---- 218---- 238 252 260 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2022  55  13  54  16  56  18------------00000000--------00000000 239----------------  81 240 20410119---- 218---- 238 252 260 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2023  55  13  54  16  54  21------------00000000--------00000000 239----------------  81 240 20410119---- 218---- 238 252 260 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2024  55  14  54  16  55  18------------00000000--------00000000 239----------------  81 240 20410119---- 218---- 237 252 260 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2025  56  16  54  17  56  23------------00000000--------00000000 239----------------  81 240 20410119---- 218---- 237 252 260 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2026  53  18  54  16  50  25------------00000000--------00000000 239----------------  81 240 20410119---- 218---- 237 252 260 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2027  49  16  53  16  48  19------------00000000--------00000000 239----------------  81 240 20410119---- 218---- 237 252 260 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2028  54  14  54  16  60  19------------00000000--------00000000 239----------------  81 240 20410119---- 217---- 237 252 260 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2029  55  15  53  15  50  21------------00000000--------00000000 238----------------  81 239 20310120---- 217---- 237 252 260 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2030  48  16  53  15  47  22------------00000000--------00000000 238----------------  81 239 20310120---- 217---- 237 251 259 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2031  55  17  54  15  62  25------------00000000--------00000000 238----------------  81 239 20310120---- 217---- 237 251 259 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2032  59  16  54  15  56  22------------00000000--------00000000 238----------------  82 242 20510120---- 217---- 237 251 259 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2033  59  15  55  15  62  20------------00000000--------00000000 238----------------  82 242 20510120---- 217---- 237 251 259 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2034  57  14  54  15  53  18------------00000000--------00000000 238----------------  82 242 20510120---- 217---- 237 251 259 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2035  58  11  55  15  63  12------------00000000--------00000000 238----------------  82 242 20510120---- 217---- 237 251 259 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2036  61  10  56  14  59  14------------00000000--------00000000 238----------------  82 242 20510120---- 216---- 237 251 259 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2037  46   8  55  13  34  10------------00000000--------00000000 238----------------  82 242 20510120---- 216---- 236 251 259 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2038  44  10  54  13  54  22------------00000000--------00000000 238----------------  82 242 20510120---- 216---- 236 251 259 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2039  51  11  54  12  48  10------------00000000--------00000000 237----------------  82 240 20410120---- 216---- 236 251 259 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2040  50   8  54  11  52  11------------00000000--------00000000 237----------------  82 240 20410120---- 216---- 236 251 259 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2041  53   8  54  11  54  11------------00000000--------00000000 237----------------  82 240 20410120---- 216---- 236 251 259 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2042  53  10  53  10  51  18------------00000000--------00000000 237----------------  83 243 20610120---- 215---- 236 250 259 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2043  54  11  53  10  57  16------------00000000--------00000000 236----------------  83 242 20510120---- 215---- 236 250 259 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2044  54  12  52  10  51  14------------00000000--------00000000 236----------------  83 242 20510120---- 215---- 236 250 259 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2045  51  13  51  10  52  18------------00000000--------00000000 236----------------  83 242 20510120---- 215---- 236 250 259 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2046  49  14  50  11  47  16------------00000000--------00000000 236----------------  83 242 20510120---- 214---- 236 250 258 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2047  48  13  52  11  50  14------------00000000--------00000000 236----------------  83 242 20510120---- 214---- 236 250 258 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2048  50  12  51  11  50  14------------00000000--------00000000 235----------------  84 243 20610120---- 214---- 236 250 258 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2049  53  12  52  12  55  20------------00000000--------00000000 235----------------  84 243 20610120---- 214---- 236 250 258 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2050  55  12  52  12  55  16------------00000000--------00000000 235----------------  84 243 20610121---- 214---- 235 250 258 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2051  55  10  52  12  54  11------------00000000--------00000000 235----------------  84 243 20610121---- 214---- 235 250 258 261-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
2052  54   9  53  12  55  12------------00000000--------00000000 235----------------  84 243 20610121---- 214---- 235 250 258 260-------------------------------------------------------------------------------000000NNN00NN000NNNN0000N0N0000NNNNNNNNNNNNNNNNN
